siteID,date,observer,time,bandNumber,long,lat,type,notes,forayNumber
CAMPROSMD1,2002-06-26,noData,0001,1141-05577,99999,99999,T,noData,99999
MAHOJIMMD1,2002-06-26,noData,0001,1141-05605,99999,99999,T,noData,99999
MAHOJIMMD1,2002-06-26,noData,0001,1920-85922,99999,99999,T,noData,99999
CONNBARMD1,2002-06-24,noData,0001,1751-51921,99999,99999,T,noData,99999
CONNBARMD1,2002-06-24,noData,0001,2250-24057,99999,99999,T,noData,99999
HARWRANDC1,2002-06-24,noData,0001,1141-05446,99999,99999,T,noData,99999
BLOCDAVMD1,2002-06-23,noData,0001,1141-05611,99999,99999,T,noData,99999
GOUGGREMD1,2002-06-23,noData,0001,791-17746,99999,99999,T,noData,99999
WILLRAJMD1,2002-06-22,noData,0001,1141-05790,99999,99999,T,noData,99999
JORGJANMA1,2017-05-23,"ASJ, JLK, SBL",0930,2651-43283,99999,99999,I,VISUAL BY PARTICIPANT IN THE YARD,1
GRIFRACMA1,2017-06-24,ASJ,0715,2651-43273,-72.368328,42.239196,I,RESIGHTED DURING POINT COUNT,99999
MATHLYNMA1,2017-06-17,ASJ,1040,2651-65633,99999,99999,F,"GSP MALFUNCTION, DIDN'T RECORD LAT LONG, BIRD IN NEARBY CEMETERY",1
MATHLYNMA1,2017-06-17,MATHLYNMA1,1300,2651-17178,99999,99999,I,RESIGHTED BY PARTICIPANT AT THEIR BIRD FEEDERS,99999
WHEATPKMD1,2018-07-17,NA,NA,NA-NA,NA,NA,NA,NA,NA
SMITHCADC1,2018-07-18,NA,NA,NA-NA,NA,NA,NA,NA,NA
VERSBETMD2,2018-06-29,JYR,1021,2651-52196,-76.35826,38.43274,F,"NOCA YG,GX",2
BACHMARNC1,2018-04-19,EAF,1020,1352-92429,,,F,"AMRO (RG,X); forgot to drop point to get coordinates, but ~75m from site center",1
KOWAELIFL1,2018-05-13,ERF,0942,2711-54364,NA,NA,I,NA,NA
HOSTMARFL1,2018-05-12,ERF,0910,2711-54333,NA,NA,I,NA,NA
BOUGROBFL1,2018-05-10,ERF,0738,2710-25713,NA,NA,I,NA,NA
CASEANNFL1,2018-05-08,ERF,0800,2701-39160,NA,NA,I,NA,NA
CASEANNFL1,2018-05-08,ERF,0803,2641-96472,NA,NA,I,NA,NA
CASEANNFL1,2018-05-08,ERF,0952,2711-54387,NA,NA,I,NA,NA
LAUESARFL1,2018-05-05,ERF,0820,2711-54327,NA,NA,I,NA,NA
LAUESARFL1,2018-05-05,ERF,0938,2730-24927,NA,NA,I,NA,NA
JACOSUSFL1,2018-05-04,ERF,0740,2541-37501,NA,NA,I,NA,NA
JACOSUSFL1,2018-05-04,ERF,0750,2711-54343,NA,NA,I,NA,NA
JACOSUSFL1,2018-05-04,ERF,0800,2701-39134,NA,NA,I,MISSING ORANGE,NA
JACOSUSFL1,2018-05-04,ERF,0800,2711-54342,NA,NA,I,NA,NA
JACOSUSFL1,2018-05-04,ERF,0820,2701-39133,NA,NA,I,NA,NA
COXANDFL1,2018-05-03,ERF,0915,2711-54338,NA,NA,I,NA,NA
COXANDFL1,2018-05-03,ERF,0915,2730-24930,NA,NA,I,NA,NA
STRARICFL1,2018-05-02,ERF,0900,2701-39149,NA,NA,I,NA,NA
STRARICFL1,2018-05-02,ERF,0910,2711-54372,NA,NA,I,NA,NA
GOWAJOAFL1,2018-04-28,ERF,0740,2701-39104,NA,NA,I,MISSING M BAND,NA
BARNCYNCO1,2018-04-25,CAW,0940,1342-59800,-104.6984,39.9765,I,"X,RR; Building nest",NA
MILLMARFL1,2018-04-21,ERF,0748,2711-54340,NA,NA,I,NA,NA
BLOOLEEFL1,2018-04-20,ERF,0749,2331-09334,NA,NA,I,NA,NA
GERHEUNPA1,2017-07-29,LY,0945,2651-51765,-79.659397,40.16993,I,noData,99999
GERHEUNPA1,2017-07-29,LY,1015,2701-39448,-79.659397,40.16993,I,noData,99999
WHEATPKMD1,2017-07-28,AEH,0800,2671-02032,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-28,AEH,1000,2411-37611,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-28,AEH,1000,2701-92877,99999,99999,I,noData,99999
YEANDAVPA1,2017-07-28,DY,0845,2651-56507,99999,99999,I,noData,99999
YEANDAVPA1,2017-07-28,DY,0915,2730-26379,99999,99999,I,noData,99999
YEANDAVPA1,2017-07-28,LY,1055,2741-54860,-79.881096,40.586362,F,noData,1
YEANDAVPA1,2017-07-28,LY,1005,2741-54859,-79.881237,40.585257,F,noData,1
YEANDAVPA1,2017-07-28,LY,1050,2661-08071,-79.880956,40.585996,F,noData,1
DUMBOPKDC1,2017-07-28,AEH,0730,2651-64694,99999,99999,I,noData,99999
GOCHJOAMD1,2017-07-27,AKW,1004,2710-54264,99999,99999,I,noData,99999
STALJUDPA1,2017-07-26,LY,0955,2750-45190,-80.080375,40.343801,F,noData,1
SANFCARMD1,2017-07-24,akw,0716,2711-77580,-76.86765,38.76042,F,noData,1
SANFCARMD1,2017-07-24,akw,0738,2711-77579,-76.86717,38.76001,F,noData,1
GALVLIBPA2,2017-07-21,LY,0845,4501-87599,-80.038296,40.309625,I,noData,99999
GALVLIBPA2,2017-07-21,LY,0900,4501-87597,-80.03818,40.309684,I,noData,99999
MILLJOEMD1,2017-07-21,JLM,0745,2661-31588,-76.60785389,39.098204,F,noData,1
MILLJOEMD1,2017-07-21,JLM,0747,2750-44511,-76.60785389,39.098204,F,noData,1
MILLJOEMD1,2017-07-21,JLM,0805,2671-01901,-76.60785389,39.098204,F,noData,1
MILLJOEMD1,2017-07-21,JLM,0820,2651-47551,-76.607026,39.098415,F,noData,1
BLANBETMD1,2017-07-20,JLM,0655,2711-77144,-76.54403,39.10462,F,noData,1
BRIGKIMMD1,2017-07-20,JLM,0802,2441-13865,-76.549662,39.127053,F,noData,1
SILLSCOMD1,2017-07-19,JLM,0935,2651-51569,-76.99284,38.986,F,noData,1
SILLSCOMD1,2017-07-19,JLM,0930,noData,99999,99999,I,noData,99999
BURDROBVA1,2017-07-18,JLM,0617,2711-7708,-77.41811,38.865157,F,noData,1
BURDROBVA1,2017-07-18,JLM,0619,2711-7706,-77.41811,38.865157,F,noData,1
BURDROBVA1,2017-07-18,JLM,0645,2571-70354,-77.418272,38.864571,F,noData,1
JAKOELVVA1,2017-07-18,JLM,0830,2711-77156,-77.089692,38.765149,F,noData,1
WHEATPKMD1,2017-07-17,AEH,0730,2651-64626,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-17,AEH,0830,2651-64614,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-17,AEH,1000,2671-02032,99999,99999,I,noData,99999
MCCOCHRMD1,2017-07-17,JLM,0938,2441-96391,-77.054651,39.348269,F,noData,1
HUNTDAVMD2,2017-07-15,AKW,0703,2711-77615,-77.00447,38.98171,F,noData,1
HUNTDAVMD2,2017-07-15,AKW,0752,2651-51802,-77.0058,38.98264,F,noData,1
KESTSABDC1,2017-07-15,JLM,0745,1292-64586,99999,99999,I,noData,99999
KESTSABDC1,2017-07-15,JLM,0810,2441-96557,99999,99999,noData,noData,99999
KESTSABDC1,2017-07-15,JLM,1003,2651-56701,-77.045093,38.922429,F,noData,1
BLOCDAVMD1,2017-07-14,AKW,0955,2651-56269,99999,99999,I,noData,99999
BLOCDAVMD1,2017-07-14,AKW,1010,2651-52498,-77.00343,38.9751,F,noData,1
WILLTINVA1,2017-07-13,JLM,0930,2651-51553,-77.34943,38.78764,F,noData,1
GOROCARDC1,2017-07-13,AKW,0750,2711-77618,-77.05594,38.97562,F,Had baby cowbird,1
GOROCARDC1,2017-07-13,AKW,0758,2651-56758,-77.05594,38.97561,F,noData,1
GOROCARDC1,2017-07-13,AKW,0809,2441-96396,-77.05497,38.97673,F,noData,1
OWENDORVA1,2017-07-13,JLM,0725,2741-54620,-77.39551,38.84809,F,noData,1
SPRINPKMD1,2017-07-12,AEH,1035,2651-64575,99999,99999,I,noData,99999
SPRINPKMD1,2017-07-12,AEH,1100,2421-04501,99999,99999,I,noData,99999
TRAUPATVA2,2017-07-12,JLM,0718,2531-90243,-77.32927,38.99649,F,noData,1
MILLLORVA1,2017-07-12,JLM,0931,2641-63852,-77.58865,38.85044,F,noData,1
NEWTMICPA1,2017-07-12,LY,1015,2741-54760,-79.832893,40.4241,F,noData,99999
OPALDPKMD1,2017-07-12,AEH,0620,2651-64621,99999,99999,I,noData,99999
OPALDPKMD1,2017-07-12,AEH,0600,2651-64623,99999,99999,I,noData,99999
OPALDPKMD1,2017-07-12,GRD,0644,2651-64624,99999,99999,I,noData,99999
OPALDPKMD1,2017-07-12,DLM,1000,2651-64619,99999,99999,I,noData,99999
WILLTERMD1,2017-07-11,AKW,0819,2711-77607,-76.91776,38.92952,F,noData,1
JACKALADC1,2017-07-11,AKW,0959,2711-77001,-76.96283,38.86465,F,noData,1
JACKALADC1,2017-07-11,AKW,1012,2651-47663,-76.96335,38.86573,F,noData,1
YOUNELIMD1,2017-07-10,JLM,0926,2661-31594,-77.09223,39.06993,F,noData,1
CRONCHRVA2,2017-07-10,akw,0838,2711-77793,-77.35537,38.62553,F,noData,1
CRONCHRVA2,2017-07-10,akw,0849,2660-67601,-77.3556,38.62569,F,noData,1
CRONCHRVA2,2017-07-10,akw,0913,2750-41370,-77.35663,38.62496,F,noData,1
MULLJOYVA1,2017-07-10,akw,0723,2641-96859,-77.34155,38.68789,F,noData,1
CAUSSUSMD1,2017-07-09,KLW,0959,2661-31872,-77.17496,39.29761,F,noData,1
GIRAANGMD1,2017-07-09,KLW,0833,2571-70323,-77.23554,39.20478,F,noData,2
GIRAANGMD1,2017-07-09,KLW,0841,2531-90229,-77.23476,39.20432,F,noData,2
SARGMARMD1,2017-07-08,JLM,0715,2651-47700,-77.05621,38.99634,F,noData,1
WISECELMD1,2017-07-08,JLM,0850,2750-64467,-77.03079,39.06987,F,noData,1
ZEMKSYDVA1,2017-07-08,KLW,0722,2711-77160,-77.07724,38.74536,F,noData,1
HUTCBARVA1,2017-07-08,KLW,0955,2641-96990,-77.09715,38.70616,F,noData,1
MUTRCYNVA2,2017-07-08,AKW,1028,2641-63879,-77.18272,38.93399,I,noData,99999
FREYFREMD1,2017-07-06,akw,0810,2710-54323,-76.66785,39.37643,I,noData,99999
STUECHRVA2,2017-07-05,KLW,1051,2651-47534,-77.1657,38.91674,F,noData,1
STUECHRVA2,2017-07-05,KLW,1104,2641-63871,-77.16483,38.91667,F,noData,1
STUECHRVA2,2017-07-05,KLW,1113,2710-53871,-77.16499,38.91722,F,TRANSMITTER ON BIRD,1
CORBAMYNC1,2017-07-05,AJB,1205,2711-64055,99999,99999,I,noData,99999
KAMILEIVA1,2017-07-05,akw,0841,2661-31867,-77.13667,38.85924,F,noData,1
KAMILEIVA1,2017-07-05,akw,0823,2711-77133,-77.13664,38.85885,F,noData,1
PHARAIMMD1,2017-07-05,JLM,0834,2710-54348,-76.47009,39.017459,I,noData,99999
PHARAIMMD1,2017-07-05,JLM,0908,2571-89947,-76.47009,39.017459,I,noData,99999
RIGAMARPA1,2017-07-05,LY,0810,2711-77843,99999,99999,I,noData,99999
RIGAMARPA1,2017-07-05,LY,0830,2441-14854,99999,99999,I,noData,99999
ANDRKENVA1,2017-07-04,klw,0815,2571-89992,-77.34525,38.92357,F,noData,1
ANDRKENVA1,2017-07-04,KLW,0826,2741-54624,-77.34428,38.92439,F,noData,1
BAUGSHEVA1,2017-07-04,KLW,1105,2741-54649,-77.35735,38.91592,F,noData,1
BIREROYPA1,2017-07-04,LY,0900,2741-54749,99999,99999,I,noData,99999
LANGANKVA1,2017-07-04,klw,0703,2571-89983,-77.30005,38.93537,F,noData,1
LANGANKVA1,2017-07-04,klw,0724,2750-41537,-77.30005,38.93537,F,noData,1
LANGANKVA1,2017-07-04,klw,0720,2641-96847,-77.3,38.93551,F,noData,1
NAYLMICMD1,2017-07-04,AKW,0931,2741-54666,-76.80853,39.30879,F,noData,1
NAYLMICMD1,2017-07-04,AKW,0940,2441-13856,-76.80859,39.30826,F,noData,1
NAYLMICMD1,2017-07-04,AKW,1013,1292-64569,-76.8072,39.30656,F,noData,1
NAYLMICMD2,2017-07-04,AKW,0931,2741-54666,-76.80853,39.30879,F,noData,1
NAYLMICMD2,2017-07-04,AKW,0940,2441-13856,-76.80859,39.30826,F,noData,1
NAYLMICMD2,2017-07-04,AKW,1013,1292-64569,-76.8072,39.30656,F,noData,1
SMITHCADC1,2017-07-03,AEH,0614,2651-64590,99999,99999,I,noData,99999
SMITHCADC1,2017-07-03,AEH,0625,2651-64571,99999,99999,I,noData,99999
SMITHCADC1,2017-07-03,AEH,0645,2651-64661,99999,99999,I,noData,99999
SMITHCADC1,2017-07-03,AEH,0723,2651-64662,99999,99999,I,noData,99999
SOLLCHRMD1,2017-07-03,JLM,0840,2750-44554,-77.14224,38.9752,F,noData,1
GERYERIMD1,2017-07-03,JLM,0948,2561-56890,-77.11938,38.99997,F,Missing all color bands,1
GERYERIMD1,2017-07-03,JLM,0948,2561-56891,-77.11938,38.99997,F,Missing orange band,1
LAMBAMYMD1,2017-07-03,JLM,0703,2741-54613,-77.11649,38.96709,F,noData,1
LAMBAMYMD1,2017-07-03,JLM,0705,2651-51828,-77.11649,38.96709,F,noData,1
SCHIMARMD1,2017-07-01,JLM,0847,2651-56257,-77.1082,39.10607,F,noData,1
SCHIMARMD1,2017-07-01,JLM,0910,2710-54281,-77.1104,39.10473,F,noData,1
WHEATPKMD1,2017-07-01,AEH,0720,2651-64615,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-01,AEH,0732,2651-64685,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-01,AEH,0732,2651-64559,99999,99999,I,noData,99999
WHEATPKMD1,2017-07-01,AEH,0732,2671-02020,99999,99999,I,noData,99999
HANNNANMD1,2017-07-01,KLW,0730,2661-07695,-77.00695,39.01327,F,noData,1
HANNNANMD1,2017-07-01,KLW,0840,2710-54240,-77.00813,39.01486,F,noData,1
MYERBRUMD1,2017-07-01,KLW,0946,2651-56260,-76.98318,39.0252,F,noData,1
OWENKATMD1,2017-07-01,JLM,0734,2771-57704,-77.14574,39.07283,F,noData,1
FUISLISVA2,2017-07-01,AKW,0938,1352-46551,-77.09375,38.36325,F,Rt foot not used,1
DONOLORDC2,2017-06-30,JLM,0747,2541-40481,-77.10797,38.9293,F,noData,1
DUMBOPKDC1,2017-06-30,KME,0800,2651-64694,99999,99999,I,noData,99999
DUMBOPKDC1,2017-06-30,AEH,0620,2651-64693,99999,99999,I,noData,99999
GERYERIMD1,2017-06-30,akw,0730,2651-47562,-77.11763,38.99878,F,noData,1
JACOMERMD1,2017-06-30,AKW,0919,2641-63957,-77.20377,39.08322,F,noData,1
JACOMERMD1,2017-06-30,AKW,0934,2571-90095,-77.20435,39.08444,F,noData,1
JACOMERMD1,2017-06-30,AKW,0934,2651-51543,-77.20435,39.08444,F,noData,1
KEYESUSMD1,2017-06-30,klw,1017,2441-96360,-77.30796,39.08852,F,noData,1
KEYESUSMD1,2017-06-30,klw,1057,2710-53775,-77.30969,39.08935,F,noData,1
MADJDAVPA1,2017-06-30,LY,1006,2661-08096,-80.17812,40.66527,F,noData,1
MADJDAVPA1,2017-06-30,LY,0915,2711-77427,-80.17722,40.66452,I,noData,99999
FOYLDONPA1,2017-06-29,DK,0945,2441-14899,99999,99999,F,noData,1
KORRHARMD1,2017-06-29,klw,1006,2641-63946,-76.74115,39.27553,F,noData,1
LIEBJUDMD1,2017-06-29,JLM,0715,2711-54865,-77.10505,38.95771,F,noData,1
LIEBJUDMD1,2017-06-29,JLM,0850,2750-44445,-77.10436,38.95739,F,noData,1
LIEBJUDMD1,2017-06-29,JLM,0850,2641-63758,-77.10436,38.95739,F,noData,1
MCCAKEVMD1,2017-06-29,KLW,0821,2651-51856,-76.88498,39.20692,F,noData,1
MCCAKEVMD1,2017-06-29,KLW,0835,2651-51859,-76.88422,39.2075,F,noData,1
PRESANNNC1,2017-06-29,AJB,0730,2711-64184,99999,99999,I,noData,99999
PRESANNNC1,2017-06-29,AJB,0952,2180-92479,-79.8096,35.7002,F,noData,1
SALITYLNC1,2017-06-28,AJB,0800,2711-64167,99999,99999,I,noData,99999
SALITYLNC1,2017-06-28,AJB,0815,0951-61584,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-28,AEH,0600,2651-64623,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-28,AEH,0616,2651-64668,99999,99999,I,noData,99999
SMITHCADC1,2017-06-27,AEH,0656,2651-64678,99999,99999,I,noData,99999
SMITHCADC1,2017-06-27,AEH,0810,2651-64600,99999,99999,I,noData,99999
SMITHCADC1,2017-06-27,GRD,0745,2651-64640,99999,99999,I,noData,99999
SMITHCADC1,2017-06-27,DLM,0810,2651-64662,99999,99999,I,noData,99999
BOONGREMD1,2017-06-27,KLW,0923,2641-63847,-76.62418,39.37956,F,noData,1
BOONGREMD1,2017-06-27,AKW,0928,2441-96398,-76.62411,39.37972,F,noData,1
RICEMICPA1,2017-06-27,LY,0900,2741-54890,-80.075399,40.587669,I,noData,1
WHEATPKMD1,2017-06-26,AEH,0644,2651-64614,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,AEH,0628,2651-64613,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,AEH,0608,2651-64626,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,AEH,0607,2651-64615,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,AEH,0900,2651-64685,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,DLM,0600,2651-64700,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-26,AEH,0848,2651-64562,99999,99999,I,noData,99999
FARRAMYPA1,2017-06-26,LY,1000,2711-77856,-80.039847,40.306547,F,noData,1
MILTMIKVA1,2017-06-24,akw,0934,2641-96835,-77.11941,38.87387,I,noData,99999
WIEBFRAMD1,2017-06-23,"akw, klw",0930,2571-70334,-77.01596,38.97792,F,noData,1
WIEBFRAMD1,2017-06-23,klw,1003,2711-77632,-77.01531,38.97682,F,noData,1
WIEBFRAMD1,2017-06-23,akw,1004,2711-77635,-77.01531,38.97682,F,noData,1
JACOSYDMD1,2017-06-22,JLM,0702,2641-96894,-76.96756,39.015894,I,noData,1
JACOSYDMD1,2017-06-22,JLM,0810,2651-51815,-76.96688,39.01587,F,noData,1
SPRINPKMD1,2017-06-21,AEH,1030,2421-04501,99999,99999,I,noData,99999
WILLMARVA1,2017-06-21,akw,0918,2741-54659,-77.10522,38.72551,F,noData,1
WILLMARVA1,2017-06-21,akw,1022,2571-88971,-77.10609,38.72689,F,noData,1
ASSMCARMD1,2017-06-21,JLM,0903,2810-03342,-77.05637,38.98558,F,noData,1
ASSMCARMD1,2017-06-21,JLM,0903,2341-30151,-77.05637,38.98558,F,noData,1
ASSMCARMD1,2017-06-21,JLM,0909,2711-77569,-77.05637,38.98558,F,noData,1
BROANANNC1,2017-06-21,AJB,0745,2701-55809,-78.9742,35.0703,F,noData,2
BROANANNC1,2017-06-21,AJB,1030,2180-92552,99999,99999,I,noData,99999
COPEHAZPA1,2017-06-21,LY,1010,2701-39466,-80.068774,40.388076,F,noData,1
COPEHAZPA1,2017-06-21,LY,1020,2711-77408,-80.068441,40.388284,F,noData,1
LINDHANMD1,2017-06-21,JLM,0759,2711-77640,-77.08439,38.98099,F,noData,1
LINDHANMD1,2017-06-21,JLM,0811,2711-77151,-77.08419,38.97996,F,noData,1
LINDHANMD1,2017-06-21,JLM,0825,1352-46142,-77.08327,38.98081,F,noData,1
LINDHANMD1,2017-06-21,JLM,0825,2711-77152,-77.08327,38.98081,F,noData,1
OPALDPKMD1,2017-06-21,AEH,0550,2651-64625,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-21,AEH,0615,2651-64621,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-21,AEH,0754,2651-64623,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-21,AEH,0815,2651-64618,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-21,AEH,0910,2651-64619,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-21,GRD,0925,2651-64624,99999,99999,I,noData,99999
PADORAMVA1,2017-06-21,"akw, klw",0723,2441-13880,-77.10352,38.78493,F,noData,1
SMITHCADC1,2017-06-20,AEH,0001,2651-64662,99999,99999,I,noData,99999
SMITHCADC1,2017-06-20,GRD,0001,2651-64640,99999,99999,I,noData,99999
THOMMARPA1,2017-06-20,LY,0930,2730-26277,-80.138547,40.4731,I,noData,99999
DUMBOPKDC1,2017-06-20,AEH,1116,2651-64694,99999,99999,I,noData,99999
DUMBOPKDC1,2017-06-20,DLM,1125,2651-64692,99999,99999,I,noData,99999
DUMBOPKDC1,2017-06-20,AEH,1135,2651-64697,99999,99999,I,noData,99999
DUMBOPKDC1,2017-06-20,DLM,1130,2651-64693,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64627,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64613,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64615,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64626,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64664,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64683,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64660,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64610,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2651-64657,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-19,AEH,0001,2671-02032,99999,99999,I,noData,99999
FERNKARNC1,2017-06-19,AJB,1010,0851-39978,-79.1165,36.028,F,noData,1
FERNKARNC1,2017-06-19,AJB,1215,2750-51218,99999,99999,I,noData,99999
KOBEDANPA1,2017-06-19,LY,0950,2750-64142,-80.10551,40.26448,F,noData,1
KOBEDANPA1,2017-06-19,KC,1000,1352-45829,-80.1053,40.26469,F,noData,1
KOBEDANPA1,2017-06-19,LY,1045,2441-14864,-80.10629,40.26366,F,noData,1
BUDNNORNC1,2017-06-17,AJB,0800,2711-64125,99999,99999,I,noData,99999
FARYSIMMD1,2017-06-17,JLM,0942,2711-77613,-77.01793,38.98911,F,noData,1
HULLJEFVA1,2017-06-16,JLM,0843,2561-44925,-77.071245,38.825417,F,noData,1
HULLJEFVA1,2017-06-16,JLM,0859,2711-77149,-77.071327,38.82682,F,noData,1
KALIELINC1,2017-06-16,AJB,1045,0951-61571,99999,99999,I,noData,99999
KALIELINC1,2017-06-16,AJB,1110,2180-92543,-79.0352,35.9501,F,noData,3
NIKODONPA1,2017-06-16,LY,0810,2741-54738,40.363529,-79.781255,I,noData,99999
WHEATPKMD1,2017-06-15,AEH,0600,2651-64645,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-15,AEH,0700,2651-64627,99999,99999,I,noData,99999
WHEATPKMD1,2017-06-15,AEH,0730,2651-64657,99999,99999,I,noData,99999
BUISNORVA1,2017-06-15,JLM,0840,2730-26449,-77.26441,38.74159,I,noData,99999
BUISNORVA1,2017-06-15,JLM,1020,2531-74567,-77.26495,38.74151,I,noData,99999
LAFOMELVA1,2017-06-15,AKW,1044,2711-77143,-77.15845,38.89532,F,noData,1
LAFOMELVA1,2017-06-15,KLW,1123,2730-26432,-77.15827,38.89578,I,noData,99999
LAFOMELVA1,2017-06-15,KLW,1029,2661-31589,-77.15842,38.8946,F,noData,1
LAFOMELVA1,2017-06-15,KLW,1032,2701-39283,-77.15842,38.8946,F,noData,1
STACTIMPA1,2017-06-14,LY,0905,2711-77875,99999,99999,I,noData,99999
STACTIMPA1,2017-06-14,LY,1030,2711-77876,99999,99999,F,noData,1
STACTIMPA1,2017-06-14,LY,1055,2310-31386,99999,99999,F,noData,1
BOSCJOEDC1,2017-06-14,JLM,0908,2651-51843,-77.06272,38.93472,F,noData,1
BOSCJOEDC1,2017-06-14,JLM,0934,2741-54627,-77.0626,38.93522,F,noData,1
EGANMARMD1,2017-06-14,JLM,0736,2711-77016,-77.11107,38.94719,F,noData,1
EGANMARMD1,2017-06-14,JLM,0800,2711-77018,-77.10954,38.94727,F,noData,1
LANETARNC1,2017-06-14,AJB,0958,2711-64137,-78.745,35.91,F,noData,1
SMITHCADC1,2017-06-12,AEH,0545,2651-64639,99999,99999,I,noData,99999
KANEEVANC1,2017-06-12,AJB,1235,1352-92411,99999,99999,I,noData,99999
KRIVMAUGA1,2017-06-11,CLG,1036,2651-47390,-84.65012,34.01095,F,"X,GG M NOCA",1
OWENEDDNC1,2017-06-11,AJB,0755,0851-39844,-78.8222,35.7699,F,noData,1
OWENEDDNC1,2017-06-11,AJB,0903,2180-92403,-78.8219,35.7693,F,noData,2
WHEEJENNC1,2017-06-10,AJB,1028,0851-39934,-78.7016,35.8517,F,noData,1
WHEEJENNC1,2017-06-10,AJB,1033,2711-64094,-78.7016,35.8517,F,noData,1
MORRCHRVA1,2017-06-10,KLW,1024,2750-64355,-77.29904,39.03745,F,noData,1
AZARCARPA1,2017-06-09,LY,1100,2711-77209,99999,99999,F,noData,1
OLONMARDC1,2017-06-09,KLW,0928,2651-51872,-77.08396,38.94864,I,noData,99999
OLONMARDC1,2017-06-09,KLW,0956,1352-46571,-77.08506,38.94851,F,noData,1
ROBISCOFL1,2017-06-08,ERF,0807,2641-96670,-82.43767,29.64292,F,noData,1
ROBISCOFL1,2017-06-08,ERF,0843,2710-54225,-82.43659,29.64288,F,noData,1
ROBISCOFL1,2017-06-08,ERF,0905,2541-40468,-82.43827,29.64187,F,noData,1
SPRINPKMD1,2017-06-08,AEH,1140,2421-04501,99999,99999,I,noData,99999
CHALMICGA1,2017-06-08,CLG,0934,1372-29303,-84.35726,34.24327,F,"NOMO YY,X",1
CHALMICGA1,2017-06-08,CLG,1018,2661-07966,-84.35784,34.24284,F,"WX,M CARW",1
MEALRYAPA1,2017-06-08,LY,1000,2441-14859,99999,99999,F,noData,1
MEALRYAPA1,2017-06-08,LY,1045,2750-64137,99999,99999,F,noData,1
MEALRYAPA1,2017-06-08,LY,1100,2750-45176,99999,99999,F,noData,1
OPALDPKMD1,2017-06-08,AEH,0730,2651-64623,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-08,AEH,0800,2651-64625,99999,99999,I,noData,99999
OPALDPKMD1,2017-06-08,AEH,0800,2651-64624,99999,99999,I,noData,99999
ROBELINNC1,2017-06-07,AJB,0720,2711-64163,99999,99999,noData,noData,99999
ROBELINNC1,2017-06-07,AJB,1014,2711-64183,-80.29038,36.1102,F,SOSP missing yellow band,1
DAMIMARPA1,2017-06-07,LY,1100,2741-54803,99999,99999,F,noData,1
MOSMCARMD1,2017-06-07,KLW,0730,2810-03329,-76.46772,39.09277,I,noData,99999
BURNDENNC1,2017-06-06,AJB,1017,2790-45007,-79.8911,36.08263,F,noData,1
JENKANGGA2,2017-06-06,CLG,0946,2711-58062,-84.58447,33.991,I,CARW,1
SILVCELFL1,2017-06-05,ERF,0931,9331-09304,-82.34518,29.67105,F,"PAIRED WITH 305, NESTING",1
SILVCELFL1,2017-06-05,ERF,0933,2331-09305,-82.34518,29.67105,F,"PAIRED WITH 304, NESTING",1
KRATANDFL1,2017-06-05,ERF,0742,2641-96650,-82.3103,29.62954,F,noData,1
ROSETRANC1,2017-06-04,AJB,0845,2180-92547,99999,99999,I,noData,99999
ROSETRANC1,2017-06-04,AJB,1105,2711-64150,-79.07756,34.95079,F,noData,1
