siteID,date,spp,count
MCDOELIVA1,2018-06-07,SOSP,7
MCDOELIVA1,2018-06-07,HOWR,1
MCDOELIVA1,2018-06-07,GRCA,10
BALASUCMD1,2018-06-05,AMRO,8
BALASUCMD1,2018-06-05,CARW,2
BALASUCMD1,2018-06-05,HOWR,4
BALASUCMD1,2018-06-05,GRCA,1
BALASUCMD1,2018-06-05,CACH,9
BALASUCMD1,2018-06-05,NOCA,1
ARGEGIONC1,2018-04-16,NOCA,5
ARGEGIONC1,2018-04-16,CACH,1
ARGEGIONC1,2018-04-16,SOSP,1
BACHMARNC1,2018-04-19,SOSP,7
BACHMARNC1,2018-04-19,NOCA,9
BACHMARNC1,2018-04-19,AMRO,4
BACHMARNC1,2018-04-19,CARW,2
BACHMARNC1,2018-04-19,GRCA,2
BACHMARNC1,2018-04-19,NOMO,4
BACHMARNC1,2018-04-19,CACH,2
BAILPATNC1,2018-04-25,CARW,3
BAILPATNC1,2018-04-25,CACH,4
BAILPATNC1,2018-04-25,NOCA,6
DOUGSANFL1,2018-05-22,CARW,2
DOUGSANFL1,2018-05-22,NOCA,7
DOUGSANFL1,2018-05-22,TUTI,7
BEEGERLNC1,2018-04-27,NOCA,7
BEEGERLNC1,2018-04-27,SOSP,5
BEEGERLNC1,2018-04-27,CACH,4
BEEGERLNC1,2018-04-27,AMRO,13
BEEGERLNC1,2018-04-27,CARW,6
BROANANNC1,2018-05-10,AMRO,5
BROANANNC1,2018-05-10,CACH,5
BROANANNC1,2018-05-10,GRCA,2
BROANANNC1,2018-05-10,CARW,9
BROANANNC1,2018-05-10,NOCA,10
BROANANNC1,2018-05-10,NOMO,3
BUDNNORNC1,2018-05-01,CACH,4
BUDNNORNC1,2018-05-01,GRCA,1
BURNDENNC1,2018-05-09,NOCA,9
BURNDENNC1,2018-05-09,GRCA,7
BURNDENNC1,2018-05-09,CARW,2
BURNDENNC1,2018-05-09,SOSP,3
BURNDENNC1,2018-05-09,AMRO,3
BURNDENNC1,2018-05-09,CACH,1
CASTTOMNC1,2018-05-03,GRCA,5
CASTTOMNC1,2018-05-03,NOMO,1
CASTTOMNC1,2018-05-03,CACH,3
CASTTOMNC1,2018-05-03,NOCA,15
CASTTOMNC1,2018-05-03,AMRO,6
CASTTOMNC1,2018-05-03,SOSP,3
CASTTOMNC1,2018-05-03,CARW,8
CASTTOMNC1,2018-05-03,HOWR,1
CRAIJOSNC1,2018-07-08,AMRO,10
CRAIJOSNC1,2018-07-08,NOMO,2
CRAIJOSNC1,2018-07-08,CACH,6
CRAIJOSNC1,2018-07-08,CARW,11
CRAIJOSNC1,2018-07-08,NOCA,14
DEBRMARNC1,2018-04-20,AMRO,6
DEBRMARNC1,2018-04-20,CACH,3
DEBRMARNC1,2018-04-20,NOCA,14
DEBRMARNC1,2018-04-20,NOMO,2
DEBRMARNC1,2018-04-20,CARW,2
DURBLAUNC1,2018-06-06,NOCA,9
DURBLAUNC1,2018-06-06,CARW,3
DURBLAUNC1,2018-06-06,NOMO,3
DURBLAUNC1,2018-06-06,AMRO,1
DURBLAUNC1,2018-06-06,CACH,3
GOINJANNC1,2018-07-13,AMRO,8
GOINJANNC1,2018-07-13,CACH,5
GOINJANNC1,2018-07-13,GRCA,2
GOINJANNC1,2018-07-13,SOSP,4
GOINJANNC1,2018-07-13,NOCA,15
GOINJANNC1,2018-07-13,HOWR,3
GOINJANNC1,2018-07-13,NOMO,4
HAGACOUNC1,2018-04-23,NOCA,13
HAGACOUNC1,2018-04-23,CACH,6
HAHNMARNC1,2018-04-17,NOCA,12
HAHNMARNC1,2018-04-17,CACH,3
HAHNMARNC1,2018-04-17,AMRO,2
HARABARNC1,2018-05-08,HOWR,1
HARABARNC1,2018-05-08,NOCA,14
HARABARNC1,2018-05-08,GRCA,5
HARABARNC1,2018-05-08,SOSP,4
HARABARNC1,2018-05-08,CARW,3
HARABARNC1,2018-05-08,AMRO,1
LOFLKATNC1,2018-07-02,CARW,7
LOFLKATNC1,2018-07-02,CACH,6
LOFLKATNC1,2018-07-02,AMRO,11
LOFLKATNC1,2018-07-02,HOWR,2
LOFLKATNC1,2018-07-02,GRCA,6
MEADRUTNC1,2018-04-18,NOMO,5
MEADRUTNC1,2018-04-18,NOCA,14
MEADRUTNC1,2018-04-18,CACH,5
MEADRUTNC1,2018-04-18,AMRO,5
MEADRUTNC1,2018-04-18,CARW,1
MOSELYNNC1,2018-07-12,NOCA,10
ROBELINNC1,2018-07-10,AMRO,7
ROBELINNC1,2018-07-10,SOSP,7
ROBELINNC1,2018-07-10,GRCA,7
ROBELINNC1,2018-07-10,NOCA,3
ROBELINNC1,2018-07-10,CACH,2
ROBELINNC1,2018-07-10,CARW,8
ROBELINNC1,2018-07-10,HOWR,5
ROSETRANC1,2018-07-11,CARW,6
ROSETRANC1,2018-07-11,CACH,2
ROSETRANC1,2018-07-11,NOMO,1
ROSETRANC1,2018-07-11,NOCA,17
SANFTIFNC1,2018-05-12,NOCA,7
SANFTIFNC1,2018-05-12,CARW,3
SANFTIFNC1,2018-05-12,CACH,1
SANFTIFNC1,2018-05-12,AMRO,1
SENZIRINC1,2018-07-06,CACH,5
SENZIRINC1,2018-07-06,CARW,11
SENZIRINC1,2018-07-06,NOCA,16
SORECLYNC1,2018-04-30,NOMO,3
SORECLYNC1,2018-04-30,CACH,4
SORECLYNC1,2018-04-30,NOCA,8
SORECLYNC1,2018-04-30,CARW,8
SORECLYNC1,2018-04-30,AMRO,2
WALTANNNC1,2018-05-04,AMRO,2
WALTANNNC1,2018-05-04,CARW,2
WALTANNNC1,2018-05-04,SOSP,9
WALTANNNC1,2018-05-04,NOCA,12
WALTANNNC1,2018-05-04,GRCA,2
WALTANNNC1,2018-05-04,NOMO,2
WALTANNNC1,2018-05-04,HOWR,1
WANGMATNC1,2018-05-02,NOCA,7
WANGMATNC1,2018-05-02,GRCA,2
WANGMATNC1,2018-05-02,NOMO,2
WANGMATNC1,2018-05-02,AMRO,2
WHEEJENNC1,2018-07-03,AMRO,12
WHEEJENNC1,2018-07-03,CARW,7
WHEEJENNC1,2018-07-03,NOCA,13
WHEEJENNC1,2018-07-03,GRCA,4
WILLAMBNC1,2018-06-12,NOCA,12
WILLAMBNC1,2018-06-12,NOMO,10
WILLAMBNC1,2018-06-12,CARW,6
WILLAMBNC1,2018-06-12,CACH,3
WILLCAINC1,2018-07-05,NOCA,25
WILLCAINC1,2018-07-05,CARW,15
WILLCAINC1,2018-07-05,GRCA,12
WILLCAINC1,2018-07-05,SOSP,5
WILLCAINC1,2018-07-05,AMRO,12
WILLCAINC1,2018-07-05,CACH,3
WILLCAINC1,2018-07-05,HOWR,9
RALSJIMPA1,2018-07-01,AMRO,3
BIREROYPA1,2018-07-04,CACH,1
BIREROYPA1,2018-07-04,SOSP,2
BIREROYPA1,2018-07-04,AMRO,3
BIREROYPA1,2018-07-04,CARW,1
JACKALADC1,2018-07-20,AMRO,4
JACKALADC1,2018-07-20,GRCA,2
JACKALADC1,2018-07-20,NOCA,3
JACKALADC1,2018-07-20,CARW,2
JACKALADC1,2018-07-20,SOSP,1
JACKALADC1,2018-07-20,HOWR,1
CRONCHRVA2,2018-07-19,NOCA,6
CRONCHRVA2,2018-07-19,GRCA,3
CRONCHRVA2,2018-07-19,HOWR,2
WOODPAUVA1,2018-07-18,GRCA,1
WOODPAUVA1,2018-07-18,AMRO,3
WOODPAUVA1,2018-07-18,NOCA,7
WOODPAUVA1,2018-07-18,CARW,3
CYMRHELDC1,2018-07-20,GRCA,4
CYMRHELDC1,2018-07-20,HOWR,1
TATEJUAMD1,2018-07-17,GRCA,1
TATEJUAMD1,2018-07-17,AMRO,3
TATEJUAMD1,2018-07-17,NOCA,7
TATEJUAMD1,2018-07-17,CARW,3
BUISNORVA1,2018-07-19,CACH,2
BUISNORVA1,2018-07-19,CARW,1
BUISNORVA1,2018-07-19,GRCA,3
BUISNORVA1,2018-07-19,NOCA,4
BUISNORVA1,2018-07-19,AMRO,2
KEYESUSMD1,2018-07-06,CARW,1
KEYESUSMD1,2018-07-06,NA,NA
STANJEFMD1,2018-05-01,SOSP,11
STANJEFMD1,2018-05-01,NA,NA
CAMPROSMD1,2018-05-02,CACH,3
CAMPROSMD1,2018-05-02,NA,NA
GOCHJOAMD1,2018-07-13,CACH,1
GOCHJOAMD1,2018-07-13,GRCA,4
GOCHJOAMD1,2018-07-13,NOCA,7
GOCHJOAMD1,2018-07-13,SOSP,2
MERIMARMA1,2018-07-21,BCCH,17
MERIMARMA1,2018-07-21,AMRO,9
MERIMARMA1,2018-07-21,GRCA,8
STEVSADMA1,2018-07-08,NOMO,1
FREYFREMD1,2018-07-23,AMRO,3
FREYFREMD1,2018-07-23,CACH,1
FREYFREMD1,2018-07-23,CARW,4
FREYFREMD1,2018-07-23,GRCA,7
FREYFREMD1,2018-07-23,NOCA,2
FREYFREMD1,2018-07-23,SOSP,5
FREYFREMD1,2018-07-23,NOMO,3
SHERALEMA1,2018-07-21,BCCH,5
SHERALEMA1,2018-07-21,GRCA,6
MALTELIMA1,2018-07-20,AMRO,14
MALTELIMA1,2018-07-20,BCCH,5
MALTELIMA1,2018-07-20,CARW,1
MALTELIMA1,2018-07-20,GRCA,4
MALTELIMA1,2018-07-20,HOWR,2
VEARRICMA1,2018-07-13,AMRO,12
VEARRICMA1,2018-07-13,GRCA,2
VEARRICMA1,2018-07-13,BCCH,7
VEARRICMA1,2018-07-13,NOCA,4
KANEBRIMA1,2018-06-17,BCCH,3
KANEBRIMA1,2018-06-17,EAPH,1
KANEBRIMA1,2018-06-17,GRCA,3
KANEBRIMA1,2018-06-17,NOCA,2
AKREMICMA2,2018-07-23,BCCH,2
AKREMICMA2,2018-07-23,AMRO,1
AKREMICMA2,2018-07-23,GRCA,7
AKREMICMA2,2018-07-23,NOCA,3
AKREMICMA2,2018-07-23,HOWR,1
MCDOELIVA1,2018-06-07,AMRO,17
MCDOELIVA1,2018-06-07,NOMO,9
MCDOELIVA1,2018-06-07,CACH,5
MCDOELIVA1,2018-06-07,NOCA,13
MCDOELIVA1,2018-06-07,SOSP,7
MCDOELIVA1,2018-06-07,HOWR,1
ARGEGIONC1,2018-04-16,NOMO,4
LANGPETMA1,2018-07-24,BCCH,8
HOUSJONGA1,2018-07-25,AMRO,3
HOUSJONGA1,2018-07-25,CACH,4
HOUSJONGA1,2018-07-25,CARW,7
HOUSJONGA1,2018-07-25,NOCA,6
MIRKJOEMA1,2018-07-25,HOWR,3
MIRKJOEMA1,2018-07-25,BCCH,6
MIRKJOEMA1,2018-07-25,GRCA,5
MIRKJOEMA1,2018-07-25,AMRO,10
MIRKJOEMA1,2018-07-25,NOCA,5
ROHRSALMD1,2018-07-25,CACH,5
ROHRSALMD1,2018-07-25,AMRO,1
ROHRSALMD1,2018-07-25,CARW,5
ROHRSALMD1,2018-07-25,NOCA,3
HOYTHARGA1,2018-07-26,CARW,11
HOYTHARGA1,2018-07-26,SOSP,4
HOYTHARGA1,2018-07-26,CACH,10
DOUGSANFL1,2018-05-22,CACH,3
JAKUJULMA1,2018-07-27,EAPH,3
JAKUJULMA1,2018-07-27,BCCH,3
JAKUJULMA1,2018-07-27,AMRO,9
JAKUJULMA1,2018-07-27,HOWR,1
JAKUJULMA1,2018-07-27,GRCA,7
RAUNERIMD2,2018-07-27,CACH,2
RAUNERIMD2,2018-07-27,CARW,5
RAUNERIMD2,2018-07-27,GRCA,1
RAUNERIMD2,2018-07-27,NOCA,7
VONGJENMD1,2018-07-26,AMRO,4
VONGJENMD1,2018-07-26,NOCA,5
VONGJENMD1,2018-07-26,HOWR,2
VONGJENMD1,2018-07-26,CARW,1
VONGJENMD1,2018-07-26,CACH,3
HAGODEBCO1,2018-07-14,AMRO,4
HAGODEBCO1,2018-07-14,BCCH,2
BIRDCONCO1,2018-07-10,AMRO,6
BIRDCONCO1,2018-07-10,BCCH,7
BIRDCONCO1,2018-07-10,HOWR,13
JEANVICCO1,2018-07-03,AMRO,7
LYBAALICO1,2018-06-29,AMRO,6
LYBAALICO1,2018-06-29,HOWR,2
WILTALLCO1,2018-06-28,BCCH,2
WILTALLCO1,2018-06-28,HOWR,3
WILTALLCO1,2018-06-28,AMRO,2
PHENTRACO1,2018-06-26,AMRO,8
PHENTRACO1,2018-06-26,BCCH,6
NICKSHECO1,2018-06-25,AMRO,9
RESZJAYCO1,2018-06-18,AMRO,9
FRITDENCO1,2018-06-16,AMRO,7
FRITDENCO1,2018-06-16,BCCH,2
PERNMIKMD1,2018-07-28,NOCA,3
PERNMIKMD1,2018-07-28,CACH,2
PERNMIKMD1,2018-07-28,CARW,6
MARRPETMD2,2018-07-27,AMRO,4
MARRPETMD2,2018-07-27,CARW,1
MARRPETMD2,2018-07-27,NOCA,1
MARRPETMD2,2018-07-27,HOWR,1
MARRPETMD2,2018-07-27,SOSP,2
MARRPETMD2,2018-07-27,GRCA,1
PERRCHRMD1,2018-07-28,NOCA,1
PERRCHRMD1,2018-07-28,AMRO,2
PERRCHRMD1,2018-07-28,CARW,1
KESTSABDC1,2018-07-26,AMRO,5
KESTSABDC1,2018-07-26,GRCA,3
CHALMICGA1,2018-07-29,CACH,10
CHALMICGA1,2018-07-29,CARW,8
CHALMICGA1,2018-07-29,GRCA,1
CHALMICGA1,2018-07-29,NOCA,6
CHALMICGA1,2018-07-29,NOMO,2
CHALMICGA1,2018-07-29,SOSP,7
ALCOKENGA1,2018-07-28,AMRO,1
ALCOKENGA1,2018-07-28,BRTH,1
ALCOKENGA1,2018-07-28,CARW,5
ALCOKENGA1,2018-07-28,GRCA,3
ALCOKENGA1,2018-07-28,NOCA,7
ALCOKENGA1,2018-07-28,NOMO,3
ALCOKENGA1,2018-07-28,SOSP,6
ALCOKENGA1,2018-07-28,AMRO,1
ALCOKENGA1,2018-07-28,BRTH,1
ALCOKENGA1,2018-07-28,CARW,5
ALCOKENGA1,2018-07-28,GRCA,3
ALCOKENGA1,2018-07-28,NOCA,7
ALCOKENGA1,2018-07-28,NOMO,3
ALCOKENGA1,2018-07-28,SOSP,6
ALCOKENGA1,2018-07-28,TUTI,4
SAPPBILGA1,2018-07-29,CACH,13
SAPPBILGA1,2018-07-29,CARW,8
SAPPBILGA1,2018-07-29,NOCA,7
SAPPBILGA1,2018-07-29,SOSP,5
SAPPBILGA1,2018-07-29,TUTI,9
SAPPBILGA1,2018-07-29,AMRO,4
DICKEMMGA1,2018-07-30,CARW,16
DICKEMMGA1,2018-07-30,NOCA,14
DICKEMMGA1,2018-07-30,SOSP,8
DICKEMMGA1,2018-07-30,TUTI,10
BEEGERLNC1,2018-04-27,GRCA,2
BROANANNC1,2018-05-10,HOWR,1
BURGRENNC1,2018-05-18,CARW,2
BURNDENNC1,2018-05-09,NOMO,1
CAMPSUSNC1,2018-06-05,CACH,7
COTTVANNC1,2018-06-13,AMRE,1
CRAIJOSNC1,2018-05-19,,
DEBRMARNC1,2018-04-20,HOWA,1
HEADDOTGA1,2018-08-05,CACH,8
HEADDOTGA1,2018-08-05,CARW,8
HEADDOTGA1,2018-08-05,NOCA,10
HEADDOTGA1,2018-08-05,TUTI,2
BELMNIKGA1,2018-08-05,BRTH,2
BELMNIKGA1,2018-08-05,CACH,9
BELMNIKGA1,2018-08-05,CARW,8
BELMNIKGA1,2018-08-05,GRCA,1
BELMNIKGA1,2018-08-05,NOCA,11
BELMNIKGA1,2018-08-05,TUTI,4
STEPMARGA1,2018-08-03,CACH,11
STEPMARGA1,2018-08-03,CARW,14
TALEKELGA1,2018-08-07,AMRO,4
TALEKELGA1,2018-08-07,BRTH,2
TALEKELGA1,2018-08-07,CACH,12
TALEKELGA1,2018-08-07,CARW,14
TALEKELGA1,2018-08-07,NOCA,11
TALEKELGA1,2018-08-07,SOSP,3
THOMGRECO1,2018-06-13,AMRO,13
THOMGRECO1,2018-06-13,BCCH,8
THOMGRECO1,2018-06-13,SPTO,6
THOMGRECO1,2018-06-13,HOWR,7
HOUSLINCO1,2018-06-05,SPTO,6
HOUSLINCO1,2018-06-05,HOWR,4
HOUSLINCO1,2018-06-05,AMRO,6
HOUSLINCO1,2018-06-05,BCCH,4
WARDROYCO1,2018-05-31,AMRO,5
ROBEKATCO1,2018-05-30,AMRO,13
SARGLANCO1,2018-05-29,AMRO,2
SARGLANCO1,2018-05-29,BCCH,4
SARGLANCO1,2018-05-29,SPTO,2
SARGLANCO1,2018-05-29,HOWR,2
GERWJOHNC1,2018-07-19,,
GLORPETNC2,2018-05-07,,
HAGACOUNC1,2018-04-23,CARW,3
HAHNMARNC1,2018-04-17,CARW,1
HOPKMARGA1,2018-08-09,CACH,12
HOPKMARGA1,2018-08-09,CARW,12
HOPKMARGA1,2018-08-09,NOCA,21
HOPKMARGA1,2018-08-09,SOSP,7
HOPKMARGA1,2018-08-09,TUTI,4
HARVSUENC1,2018-06-19,CARW,6
CARRPAGCO1,2018-06-07,AMRO,3
CARRPAGCO1,2018-06-07,SPTO,1
CARRPAGCO1,2018-06-07,BCCH,1
HISKSUZCO1,2018-06-21,AMRO,4
HISKSUZCO1,2018-06-21,BCCH,2
HAZEALICO1,2018-06-14,SPTO,1
HAZEALICO1,2018-06-14,AMRO,12
IVESALINC1,2018-06-07,NOCA,5
GERKGINCO1,2018-06-04,SPTO,2
HOUSELICO1,2018-06-19,AMRO,3
KINGHUGCO1,2018-06-12,SPTO,8
KINGHUGCO1,2018-06-12,AMRO,3
SULLKELCO1,2018-06-26,AMRO,3
GETZGLEPA1,2018-07-07,AMRO,2
GETZGLEPA1,2018-07-07,GRCA,1
GETZGLEPA1,2018-07-07,SOSP,2
GETZGLEPA1,2018-07-07,NOCA,2
RYANKATCO1,2018-07-09,AMRO,2
RYANKATCO1,2018-07-09,SPTO,1
STROJEACO1,2018-06-09,AMRO,3
STROJEACO1,2018-06-09,BCCH,2
STROJEACO1,2018-06-09,GRCA,2
STROJEACO1,2018-06-09,SPTO,6
KALIELINC1,2018-06-29,HOWR,1
WILLTOMCO1,2018-06-08,AMRO,3
WILLTOMCO1,2018-06-08,HOWR,1
KNIGKENNC2,2018-06-14,,
FROSKATCO1,2018-06-11,AMRO,3
FROSKATCO1,2018-06-11,SPTO,1
KARMALYPA3,2018-07-18,CACH,1
KARMALYPA3,2018-07-18,SOSP,3
HASHTAMPA1,2018-07-19,AMRO,10
HASHTAMPA1,2018-07-19,SOSP,7
YEANDAVPA1,2018-07-27,CARW,2
YEANDAVPA1,2018-07-27,GRCA,2
YEANDAVPA1,2018-07-27,AMRO,4
YEANDAVPA1,2018-07-27,NOCA,1
BALDARTPA1,2018-07-28,AMRO,5
BALDARTPA1,2018-07-28,GRCA,3
HOPEGREPA1,2018-07-29,AMRO,5
HOPEGREPA1,2018-07-29,SOSP,8
RIGAMARPA1,2018-07-30,AMRO,2
RIGAMARPA1,2018-07-30,NOCA,1
MCGEMANPA1,2018-07-31,AMRO,1
MCGEMANPA1,2018-07-31,SOSP,6
MCGEMANPA1,2018-07-31,CACH,1
MCGEMANPA1,2018-07-31,NOCA,2
LINDOLIPA1,2018-08-04,SOSP,5
LINDOLIPA1,2018-08-04,AMRO,3
KOBEDANPA1,2018-08-05,AMRO,6
PENNGRANC1,2018-06-26,,
MARNMELPA1,2018-08-13,NOCA,4
SIMPEDWNC1,2018-05-20,NOMO,1
SORECLYNC1,2018-04-30,GRCA,1
WALTANNNC1,2018-05-04,CACH,2
WANGMATNC1,2018-05-02,CACH,1
WHEEJENNC1,2018-07-03,CACH,3
WILLAMBNC1,2018-06-12,AMRO,1
BERASHEPA1,2018-05-29,AMRO,4
BERASHEPA1,2018-05-29,NOCA,1
BERASHEPA1,2018-05-29,NOMO,1
LEEJOEPA1,2018-06-09,GRCA,1
LEEJOEPA1,2018-06-09,SOSP,3
NIKODONPA1,2018-06-29,HOWA,1
NIKODONPA1,2018-06-29,SOSP,2
NEWTMICPA1,2018-07-24,SOSP,2
NEWTMICPA1,2018-07-24,AMRO,3
NEWTMICPA1,2018-07-24,HOWR,1
